cv_auroc,test_auroc,test_auprc,method,seed
0.6881547174352053,0.6448717948717949,0.6780683288010984,rf,100
0.6856707801006582,0.7414529914529915,0.6869838233369391,rf,101
0.6955414351633864,0.6523504273504274,0.6813640976129951,rf,102
0.6860648505648506,0.6835470085470086,0.6908642062395471,rf,103
0.6445244207622256,0.7611111111111111,0.7342246295206789,rf,104
0.6744001096043779,0.7534188034188034,0.7563537271423788,rf,105
0.6836425606791461,0.6775641025641026,0.6304308893316162,rf,106
0.6763804361853143,0.7512820512820513,0.7906529808404904,rf,107
0.7123722860491153,0.6106837606837607,0.646073508050912,rf,108
0.6748609519798544,0.7617521367521367,0.7625515506068662,rf,109
0.6906146730354048,0.7143162393162393,0.7096913878196727,rf,110
0.7018502797222309,0.6482905982905983,0.6478157858353641,rf,111
0.6855021489259294,0.6626068376068376,0.669623992379309,rf,112
0.6776271947034143,0.7476495726495727,0.7320147525099198,rf,113
0.67965773787725,0.714957264957265,0.7602851438965721,rf,114
0.6645750197061173,0.7692307692307693,0.7847811755657773,rf,115
0.6824550351745474,0.7138888888888889,0.69864502399164,rf,116
0.6904472268435683,0.6269230769230769,0.5761632374584965,rf,117
0.6878925755023316,0.6944444444444444,0.7280186701757461,rf,118
0.6572261974518072,0.7681623931623932,0.775910504437764,rf,119
0.6848499213499214,0.6867521367521368,0.6738558235477757,rf,120
0.6715015886967106,0.7027777777777778,0.731670467672845,rf,121
0.6768731043761531,0.7061965811965812,0.7535977058517587,rf,122
0.7030760708443635,0.6433760683760683,0.5987295903680514,rf,123
0.6644718272279247,0.7256410256410256,0.730494332034366,rf,124
0.6851036868750283,0.6841880341880342,0.6778839303374369,rf,125
0.7044256861391007,0.6213675213675214,0.6598894519429963,rf,126
0.6947981797128139,0.6829059829059829,0.6967992668693205,rf,127
0.7000270117678654,0.6036324786324786,0.6004049271735158,rf,128
0.6863145998786243,0.6512820512820513,0.6717357691780055,rf,129
0.693326599247331,0.6927350427350427,0.6697838427549371,rf,130
0.6899650831144734,0.6555555555555556,0.6428923254580874,rf,131
0.6711153845483114,0.7311965811965812,0.7383535144500718,rf,132
0.67810885101129,0.7025641025641026,0.7305328855492523,rf,133
0.6749000973970486,0.6957264957264957,0.720819638748365,rf,134
0.6821172248032005,0.6119658119658119,0.6443019589282962,rf,135
0.6508632709364417,0.7991452991452991,0.8144023393652489,rf,136
0.7110170994164897,0.6211538461538462,0.6031111734722171,rf,137
0.6824425963419866,0.694017094017094,0.700298384602779,rf,138
0.6650901140687726,0.7405982905982906,0.7710263843932551,rf,139
0.6589773937700767,0.7782051282051282,0.7749279185140664,rf,140
0.6909781449568035,0.6916666666666667,0.6963262470232833,rf,141
0.7017400488467562,0.607051282051282,0.5696966594427364,rf,142
