auc	auc_diff	names	method	seed
0.55	0	Otu00914	rf	101
0.55	0	Otu00152	rf	101
0.55	0	Otu02207	rf	101
0.55	0	Otu00131	rf	101
0.55	0	Otu01820_1	rf	101
0.55	0	Otu01705	rf	101
0.55	0	Otu00089	rf	101
0.55	0	Otu00111	rf	101
0.55	0	Otu00106	rf	101
0.55	0	Otu00057	rf	101
0.55	0	Otu00005	rf	101
0.55	0	Otu00306	rf	101
0.55	0	Otu00836	rf	101
0.55	0	Otu00214	rf	101
0.55	0	Otu00378	rf	101
0.55	0	Otu00891	rf	101
0.55	0	Otu00007	rf	101
0.55	0	Otu00792	rf	101
0.55	0	Otu00383	rf	101
0.55	0	Otu01446_1	rf	101
0.55	0	Otu00683	rf	101
0.55	0	Otu01782_1	rf	101
0.55	0	Otu00179	rf	101
0.55	0	Otu01953_1	rf	101
0.55	0	Otu00693	rf	101
0.55	0	Otu00148	rf	101
0.55	0	Otu00885	rf	101
0.55	0	Otu00221	rf	101
0.55	0	Otu01629	rf	101
0.55	0	Otu00288	rf	101
0.55	0	Otu01123	rf	101
0.55	0	Otu01480	rf	101
0.55	0	Otu00009	rf	101
0.55	0	Otu01083_1	rf	101
0.55	0	Otu00390	rf	101
0.55	0	Otu00058	rf	101
0.55	0	Otu00094	rf	101
0.55	0	Otu00315	rf	101
0.55	0	Otu00590	rf	101
0.55	0	Otu01164	rf	101
0.55	0	Otu00166	rf	101
0.55	0	Otu00317	rf	101
0.55	0	Otu00079	rf	101
0.55	0	Otu00572	rf	101
0.55	0	Otu01023	rf	101
0.55	0	Otu01053_1	rf	101
0.55	0	Otu00104	rf	101
0.55	0	Otu00821_1	rf	101
0.55	0	Otu00666	rf	101
0.55	0	Otu00776	rf	101
0.55	0	Otu00105	rf	101
0.55	0	Otu00517	rf	101
0.55	0	Otu00204	rf	101
0.55	0	Otu00458	rf	101
0.55	0	Otu00662	rf	101
0.55	0	Otu00714	rf	101
0.55	0	Otu00902	rf	101
0.55	0	Otu00856_1	rf	101
0.55	0	Otu01184	rf	101
0.55	0	Otu00228	rf	101
0.55	0	Otu00418	rf	101
0.55	0	Otu00076	rf	101
0.55	0	Otu00113	rf	101
0.55	0	Otu00800	rf	101
0.55	0	Otu00811	rf	101
0.55	0	Otu00907	rf	101
0.55	0	Otu00021	rf	101
0.55	0	Otu01312	rf	101
0.55	0	Otu00168	rf	101
0.55	0	Otu00959	rf	101
0.55	0	Otu00126	rf	101
0.55	0	Otu00299	rf	101
0.55	0	Otu00963	rf	101
0.55	0	Otu00307	rf	101
0.55	0	Otu00132	rf	101
0.55	0	Otu00164	rf	101
0.55	0	Otu00165	rf	101
0.55	0	Otu00568	rf	101
0.55	0	Otu00569	rf	101
0.55	0	Otu00695	rf	101
0.55	0	Otu00163	rf	101
0.55	0	Otu01853_1	rf	101
0.55	0	Otu00481	rf	101
0.55	0	Otu00625	rf	101
0.55	0	Otu01015	rf	101
0.55	0	Otu00712	rf	101
0.55	0	Otu00184	rf	101
0.55	0	Otu00190	rf	101
0.55	0	Otu00345	rf	101
0.55	0	Otu00347	rf	101
0.55	0	Otu00356	rf	101
0.55	0	Otu01039	rf	101
0.55	0	Otu00046	rf	101
0.55	0	Otu02443_1	rf	101
0.55	0	Otu01423_1	rf	101
0.55	0	Otu00287	rf	101
0.55	0	Otu00062	rf	101
0.55	0	Otu01172	rf	101
0.55	0	Otu01157	rf	101
0.55	0	Otu00434	rf	101
0.55	0	Otu00329	rf	101
0.55	0	Otu00018	rf	101
0.55	0	Otu02806_1	rf	101
0.55	0	Otu00289	rf	101
0.55	0	Otu01019_1	rf	101
0.55	0	Otu00758	rf	101
0.55	0	Otu01037	rf	101
0.55	0	Otu00055	rf	101
0.55	0	Otu00384	rf	101
0.55	0	Otu00158	rf	101
0.55	0	Otu00668	rf	101
0.55	0	Otu00349	rf	101
0.55	0	Otu00109	rf	101
0.55	0	Otu00353	rf	101
0.55	0	Otu01322	rf	101
0.55	0	Otu00261	rf	101
0.55	0	Otu00619	rf	101
0.55	0	Otu00011	rf	101
0.55	0	Otu00496	rf	101
0.55	0	Otu00567	rf	101
0.55	0	Otu01052	rf	101
0.55	0	Otu00516	rf	101
0.55	0	Otu00026	rf	101
0.55	0	Otu00112	rf	101
0.55	0	Otu00177	rf	101
0.55	0	Otu01456	rf	101
0.55	0	Otu00486	rf	101
0.55	0	Otu00159	rf	101
0.55	0	Otu00237	rf	101
0.55	0	Otu00127	rf	101
0.55	0	Otu00391	rf	101
0.55	0	Otu00495	rf	101
0.55	0	Otu00074	rf	101
0.55	0	Otu00681	rf	101
0.55	0	Otu00634	rf	101
0.55	0	Otu00084	rf	101
0.55	0	Otu00271	rf	101
0.55	0	Otu00446	rf	101
0.55	0	Otu00311	rf	101
0.55	0	Otu00157	rf	101
0.55	0	Otu00088	rf	101
0.55	0	Otu00664	rf	101
0.55	0	Otu00439	rf	101
0.55	0	Otu00013	rf	101
0.55	0	Otu00320	rf	101
0.55	0	Otu00483	rf	101
0.55	0	Otu00129	rf	101
0.55	0	Otu01036	rf	101
0.55	0	Otu00039	rf	101
0.55	0	Otu00734	rf	101
0.55	0	Otu00416	rf	101
0.55	0	Otu00352	rf	101
0.55	0	Otu00093	rf	101
0.55	0	Otu00912	rf	101
0.55	0	Otu01143	rf	101
0.55	0	Otu00027	rf	101
0.55	0	Otu00134	rf	101
0.55	0	Otu00304	rf	101
0.55	0	Otu00001	rf	101
0.55	0	Otu00863	rf	101
0.55	0	Otu00183	rf	101
0.55	0	Otu01025	rf	101
0.55	0	Otu00445	rf	101
0.55	0	Otu01049	rf	101
0.55	0	Otu00659	rf	101
0.55	0	Otu00492	rf	101
0.55	0	Otu00654	rf	101
0.55	0	Otu00167	rf	101
0.55	0	Otu00004	rf	101
0.55	0	Otu00279	rf	101
0.55	0	Otu01708	rf	101
0.55	0	Otu00312	rf	101
0.55	0	Otu00388	rf	101
0.55	0	Otu00898	rf	101
0.55	0	Otu00426	rf	101
0.55	0	Otu00379	rf	101
0.55	0	Otu01374_1	rf	101
0.55	0	Otu00006	rf	101
0.55	0	Otu01341	rf	101
0.55	0	Otu01339_1	rf	101
0.55	0	Otu01243_1	rf	101
0.55	0	Otu00020	rf	101
0.55	0	Otu00107	rf	101
0.55	0	Otu00206	rf	101
0.55	0	Otu00577	rf	101
0.55	0	Otu00975	rf	101
0.55	0	Otu00301	rf	101
0.55	0	Otu00212	rf	101
0.55	0	Otu00147	rf	101
0.55	0	Otu01855	rf	101
0.55	0	Otu00160	rf	101
0.55	0	Otu01187	rf	101
0.55	0	Otu00260	rf	101
0.55	0	Otu00614	rf	101
0.55	0	Otu00042	rf	101
0.55	0	Otu00023	rf	101
0.55	0	Otu00437	rf	101
0.55	0	Otu00369	rf	101
0.55	0	Otu00748	rf	101
0.55	0	Otu00802_1	rf	101
0.55	0	Otu00884	rf	101
0.55	0	Otu00249	rf	101
0.55	0	Otu00537	rf	101
0.55	0	Otu01021	rf	101
0.55	0	Otu00142	rf	101
0.55	0	Otu00708	rf	101
0.55	0	Otu00723	rf	101
0.55	0	Otu00016	rf	101
0.55	0	Otu00494	rf	101
0.55	0	Otu00156	rf	101
0.55	0	Otu00519	rf	101
0.55	0	Otu00355	rf	101
0.55	0	Otu00050	rf	101
0.55	0	Otu00691	rf	101
0.55	0	Otu00090	rf	101
0.55	0	Otu00155	rf	101
0.55	0	Otu01372	rf	101
0.55	0	Otu01615	rf	101
0.55	0	Otu00938	rf	101
0.55	0	Otu01069	rf	101
0.55	0	Otu01105	rf	101
0.55	0	Otu00859	rf	101
0.55	0	Otu00336	rf	101
0.55	0	Otu00101	rf	101
0.55	0	Otu00231	rf	101
0.55	0	Otu00189	rf	101
0.55	0	Otu01193	rf	101
0.55	0	Otu00350	rf	101
0.55	0	Otu00457	rf	101
0.55	0	Otu00102	rf	101
0.55	0	Otu00043	rf	101
0.55	0	Otu00389	rf	101
0.55	0	Otu00697	rf	101
0.55	0	Otu01179	rf	101
0.55	0	Otu00630	rf	101
0.55	0	Otu01173	rf	101
0.55	0	Otu00511	rf	101
0.55	0	Otu00626	rf	101
0.55	0	Otu00047	rf	101
0.55	0	Otu00181	rf	101
0.55	0	Otu00145	rf	101
0.55	0	Otu01029	rf	101
0.55	0	Otu00873_1	rf	101
0.55	0	Otu00077	rf	101
0.55	0	Otu00484	rf	101
0.55	0	Otu00998	rf	101
0.55	0	Otu00867	rf	101
0.55	0	Otu00080	rf	101
0.55	0	Otu00732	rf	101
0.55	0	Otu01526_1	rf	101
0.55	0	Otu00430	rf	101
0.55	0	Otu01203	rf	101
0.55	0	Otu00235	rf	101
0.55	0	Otu01092	rf	101
0.55	0	Otu00202	rf	101
0.55	0	Otu01542_1	rf	101
0.55	0	Otu02087_1	rf	101
0.55	0	Otu00726	rf	101
0.55	0	Otu00194	rf	101
0.55	0	Otu00143	rf	101
0.55	0	Otu00386	rf	101
0.55	0	Otu01736	rf	101
0.55	0	Otu00924	rf	101
0.55	0	Otu00538	rf	101
0.55	0	Otu00056	rf	101
0.55	0	Otu00893	rf	101
0.55	0	Otu00636	rf	101
0.55	0	Otu01241_1	rf	101
0.55	0	Otu00322	rf	101
0.55	0	Otu00087	rf	101
0.55	0	Otu01958	rf	101
0.55	0	Otu00110	rf	101
0.55	0	Otu00337	rf	101
0.55	0	Otu01253	rf	101
0.55	0	Otu00871	rf	101
0.55	0	Otu00012	rf	101
0.55	0	Otu00942	rf	101
0.55	0	Otu01971_1	rf	101
0.55	0	Otu01691	rf	101
0.55	0	Otu00284	rf	101
0.55	0	Otu01222	rf	101
0.55	0	Otu00213	rf	101
0.55	0	Otu00420	rf	101
0.55	0	Otu00060	rf	101
0.55	0	Otu00010	rf	101
0.55	0	Otu01690	rf	101
0.55	0	Otu00754	rf	101
0.55	0	Otu00325	rf	101
0.55	0	Otu00612	rf	101
0.55	0	Otu00860	rf	101
0.55	0	Otu00340	rf	101
0.55	0	Otu00162	rf	101
0.55	0	Otu00472	rf	101
0.55	0	Otu00114	rf	101
0.55	0	Otu00091	rf	101
0.55	0	Otu01138	rf	101
0.55	0	Otu00241	rf	101
0.55	0	Otu00594	rf	101
0.55	0	Otu00240	rf	101
0.55	0	Otu00795	rf	101
0.55	0	Otu01035_1	rf	101
0.55	0	Otu00024	rf	101
0.55	0	Otu00549	rf	101
0.55	0	Otu00865	rf	101
0.55	0	Otu00192	rf	101
0.55	0	Otu01759_1	rf	101
0.55	0	Otu01583	rf	101
0.55	0	Otu00781	rf	101
0.55	0	Otu00314	rf	101
0.55	0	Otu01020	rf	101
0.55	0	Otu01351	rf	101
0.55	0	Otu00066	rf	101
0.55	0	Otu00034	rf	101
0.55	0	Otu01551	rf	101
0.55	0	Otu00768	rf	101
0.55	0	Otu00333	rf	101
0.55	0	Otu00717	rf	101
0.55	0	Otu00068	rf	101
0.55	0	Otu00051	rf	101
0.55	0	Otu00925	rf	101
0.55	0	Otu01670	rf	101
0.55	0	Otu00536	rf	101
0.55	0	Otu00270	rf	101
0.55	0	Otu00509	rf	101
0.55	0	Otu00526	rf	101
0.55	0	Otu00382	rf	101
0.55	0	Otu00071	rf	101
0.55	0	Otu00292	rf	101
0.55	0	Otu00406	rf	101
0.55	0	Otu01376_1	rf	101
0.55	0	Otu00187	rf	101
0.55	0	Otu00025	rf	101
0.55	0	Otu00019	rf	101
0.55	0	Otu01642	rf	101
0.55	0	Otu00837	rf	101
0.55	0	Otu00606	rf	101
0.55	0	Otu01114	rf	101
0.55	0	Otu00191	rf	101
0.55	0	Otu00849	rf	101
0.55	0	Otu00934	rf	101
0.55	0	Otu00128	rf	101
0.55	0	Otu00137	rf	101
0.55	0	Otu00530	rf	101
0.55	0	Otu00124	rf	101
0.55	0	Otu00054	rf	101
0.55	0	Otu00205	rf	101
0.55	0	Otu00358	rf	101
0.55	0	Otu00059	rf	101
0.55	0	Otu00449	rf	101
0.55	0	Otu01057	rf	101
0.55	0	Otu00313	rf	101
0.55	0	Otu00117	rf	101
0.55	0	Otu00140	rf	101
0.55	0	Otu00464	rf	101
0.55	0	Otu00657	rf	101
0.55	0	Otu01494_1	rf	101
0.55	0	Otu00298	rf	101
0.55	0	Otu00033	rf	101
0.55	0	Otu00817	rf	101
0.55	0	Otu00031	rf	101
0.55	0	Otu00171	rf	101
0.55	0	Otu00258	rf	101
0.55	0	Otu00542	rf	101
0.55	0	Otu01230_1	rf	101
0.55	0	Otu00346	rf	101
0.55	0	Otu00072	rf	101
0.55	0	Otu00069	rf	101
0.55	0	Otu00100	rf	101
0.55	0	Otu01539_1	rf	101
0.55	0	Otu00447	rf	101
0.55	0	Otu00728	rf	101
0.55	0	Otu00541	rf	101
0.55	0	Otu00629	rf	101
0.55	0	Otu01074	rf	101
0.55	0	Otu00252	rf	101
0.55	0	Otu00529	rf	101
0.55	0	Otu00994	rf	101
0.55	0	Otu00956	rf	101
0.55	0	Otu00411	rf	101
0.55	0	Otu00470	rf	101
0.55	0	Otu00428	rf	101
0.55	0	Otu00604	rf	101
0.55	0	Otu00045	rf	101
0.55	0	Otu00558	rf	101
0.55	0	Otu00334	rf	101
0.55	0	Otu00607	rf	101
0.55	0	Otu00078	rf	101
0.55	0	Otu00766	rf	101
0.55	0	Otu01527	rf	101
0.55	0	Otu00121	rf	101
0.55	0	Otu00448	rf	101
0.55	0	Otu00976	rf	101
0.55	0	Otu00036	rf	101
0.55	0	Otu00321	rf	101
0.55	0	Otu00477	rf	101
0.55	0	Otu00463	rf	101
0.55	0	Otu00049	rf	101
0.55	0	Otu01163	rf	101
0.55	0	Otu00438	rf	101
0.55	0	Otu00401_1	rf	101
0.55	0	Otu00052	rf	101
0.55	0	Otu00687	rf	101
0.55	0	Otu00535	rf	101
0.55	0	Otu00684	rf	101
0.55	0	Otu00173	rf	101
0.55	0	Otu00041	rf	101
0.55	0	Otu00178	rf	101
0.55	0	Otu00099	rf	101
0.55	0	Otu00641	rf	101
0.55	0	Otu00627	rf	101
0.55	0	Otu00169	rf	101
0.55	0	Otu00763	rf	101
0.55	0	Otu00331	rf	101
0.55	0	Otu00575	rf	101
0.55	0	Otu01500_1	rf	101
0.55	0	Otu00940	rf	101
0.55	0	Otu00628_1	rf	101
0.55	0	Otu02369	rf	101
0.55	0	Otu00180	rf	101
0.55	0	Otu01209	rf	101
0.55	0	Otu00409	rf	101
0.55	0	Otu00618	rf	101
0.55	0	Otu01001	rf	101
0.55	0	Otu00638	rf	101
0.55	0	Otu00316	rf	101
0.55	0	Otu00478	rf	101
0.55	0	Otu00278	rf	101
0.55	0	Otu01553	rf	101
0.55	0	Otu00182	rf	101
0.55	0	Otu00335	rf	101
0.55	0	Otu02444_1	rf	101
0.55	0	Otu00824	rf	101
0.55	0	Otu00702	rf	101
0.55	0	Otu00135	rf	101
0.55	0	Otu00122	rf	101
0.55	0	Otu00075	rf	101
0.55	0	Otu00759	rf	101
0.55	0	Otu00130	rf	101
0.55	0	Otu00303	rf	101
0.55	0	Otu00199	rf	101
0.55	0	Otu00490	rf	101
0.55	0	Otu00245	rf	101
0.55	0	Otu00136	rf	101
0.55	0	Otu01741	rf	101
0.55	0	Otu00765	rf	101
0.55	0	Otu00272	rf	101
0.55	0	Otu00172	rf	101
0.55	0	Otu00742	rf	101
0.55	0	Otu00444	rf	101
0.55	0	Otu00504	rf	101
0.55	0	Otu01442_1	rf	101
0.55	0	Otu00176	rf	101
0.55	0	Otu00864	rf	101
0.55	0	Otu00685	rf	101
0.55	0	Otu00264	rf	101
0.55	0	Otu00840	rf	101
0.55	0	Otu00412	rf	101
0.55	0	Otu00512	rf	101
0.55	0	Otu01360	rf	101
0.55	0	Otu00407	rf	101
0.55	0	Otu00193	rf	101
0.55	0	Otu01136_1	rf	101
0.55	0	Otu01071	rf	101
0.55	0	Otu00721	rf	101
0.55	0	Otu00946	rf	101
0.55	0	Otu00233	rf	101
0.55	0	Otu00210	rf	101
0.55	0	Otu00040	rf	101
0.55	0	Otu00440	rf	101
0.55	0	Otu00461	rf	101
0.55	0	Otu00153	rf	101
0.55	0	Otu00151	rf	101
0.55	0	Otu01142	rf	101
0.55	0	Otu00170	rf	101
0.55	0	Otu00995	rf	101
0.55	0	Otu01196_1	rf	101
0.55	0	Otu00920	rf	101
0.55	0	Otu00729	rf	101
0.55	0	Otu01254	rf	101
0.55	0	Otu00061	rf	101
0.55	0	Otu00532	rf	101
0.55	0	Otu00452	rf	101
0.55	0	Otu00115	rf	101
0.55	0	Otu00442	rf	101
0.55	0	Otu00185	rf	101
0.55	0	Otu00969	rf	101
0.55	0	Otu01309	rf	101
0.55	0	Otu00263	rf	101
0.55	0	Otu00044	rf	101
0.55	0	Otu01476_1	rf	101
0.55	0	Otu02280_1	rf	101
0.55	0	Otu00141_1	rf	101
0.55	0	Otu01594	rf	101
0.55	0	Otu00030	rf	101
0.55	0	Otu00750	rf	101
0.55	0	Otu00008	rf	101
0.55	0	Otu00645	rf	101
0.55	0	Otu01146_1	rf	101
0.55	0	Otu00622_1	rf	101
0.55	0	Otu00833	rf	101
0.55	0	Otu00035	rf	101
0.55	0	Otu00266	rf	101
0.55	0	Otu00108	rf	101
0.55	0	Otu00064	rf	101
0.55	0	Otu00429	rf	101
0.55	0	Otu00224	rf	101
0.55	0	Otu00343	rf	101
0.55	0	Otu00123	rf	101
0.55	0	Otu01122	rf	101
0.55	0	Otu00965	rf	101
0.55	0	Otu02365_1	rf	101
0.55	0	Otu00146	rf	101
0.55	0	Otu00198	rf	101
0.55	0	Otu01547	rf	101
0.55	0	Otu00396	rf	101
0.55	0	Otu00417	rf	101
0.55	0	Otu00120	rf	101
0.55	0	Otu01125	rf	101
0.55	0	Otu00086	rf	101
0.55	0	Otu00082	rf	101
0.55	0	Otu00498	rf	101
0.55	0	Otu02469_1	rf	101
0.55	0	Otu00097	rf	101
0.55	0	Otu01506_1	rf	101
0.55	0	Otu01927_1	rf	101
0.55	0	Otu01112_1	rf	101
0.55	0	Otu00929	rf	101
0.55	0	Otu00048	rf	101
0.55	0	Otu00267	rf	101
0.55	0	Otu00197	rf	101
0.55	0	Otu00259	rf	101
0.55	0	Otu01264	rf	101
0.55	0	Otu00251	rf	101
0.55	0	Otu01231	rf	101
0.55	0	Otu01391	rf	101
0.55	0	Otu00584	rf	101
0.55	0	Otu01514	rf	101
0.55	0	Otu00070	rf	101
0.55	0	Otu00092	rf	101
0.55	0	Otu00797	rf	101
0.55	0	Otu00746	rf	101
0.55	0	Otu00268	rf	101
0.55	0	Otu01248_1	rf	101
0.55	0	Otu00029	rf	101
0.55	0	Otu00829	rf	101
0.55	0	Otu00323	rf	101
0.55	0	Otu00195	rf	101
0.55	0	Otu02208_1	rf	101
0.55	0	Otu01076_1	rf	101
0.55	0	Otu00810	rf	101
0.55	0	Otu00220	rf	101
0.55	0	Otu00125	rf	101
0.55	0	Otu00085	rf	101
0.55	0	Otu00565	rf	101
0.55	0	Otu00234	rf	101
0.55	0	Otu01283_1	rf	101
0.55	0	Otu00293	rf	101
0.55	0	Otu00196	rf	101
0.55	0	Otu00357	rf	101
0.55	0	Otu00246	rf	101
0.55	0	Otu00761_1	rf	101
0.55	0	Otu00832	rf	101
0.55	0	Otu00736	rf	101
0.55	0	Otu00597	rf	101
0.55	0	Otu00751_1	rf	101
0.55	0	Otu01176	rf	101
0.55	0	Otu00118	rf	101
0.55	0	Otu00508	rf	101
0.55	0	Otu00032	rf	101
0.55	0	Otu00138	rf	101
0.55	0	Otu01566_1	rf	101
0.55	0	Otu00931	rf	101
0.55	0	Otu00455	rf	101
0.55	0	Otu00667	rf	101
0.55	0	Otu00879	rf	101
0.55	0	Otu00188	rf	101
0.55	0	Otu00387	rf	101
0.55	0	Otu00367_1	rf	101
0.55	0	Otu00822	rf	101
0.55	0	Otu00250	rf	101
0.55	0	Otu00991	rf	101
0.55	0	Otu01925_1	rf	101
0.55	0	Otu00300	rf	101
0.55	0	Otu00663	rf	101
0.55	0	Otu01285	rf	101
0.55	0	Otu00480	rf	101
0.55	0	Otu01663_1	rf	101
0.55	0	Otu00067	rf	101
0.55	0	Otu00361	rf	101
0.55	0	Otu00915_1	rf	101
0.55	0	Otu00710	rf	101
0.55	0	Otu01288	rf	101
0.55	0	Otu00882	rf	101
0.55	0	Otu00280	rf	101
0.55	0	Otu00791	rf	101
0.55	0	Otu00554	rf	101
0.55	0	Otu00623	rf	101
0.75	0	Otu01208	rf	102
0.75	0	Otu01015	rf	102
0.75	0	Otu00168	rf	102
0.75	0	Otu01193	rf	102
0.75	0	Otu00761_1	rf	102
0.75	0	Otu00829	rf	102
0.75	0	Otu00147	rf	102
0.75	0	Otu00108	rf	102
0.75	0	Otu01112_1	rf	102
0.75	0	Otu01566_1	rf	102
0.75	0	Otu00166	rf	102
0.75	0	Otu00619	rf	102
0.75	0	Otu00113	rf	102
0.75	0	Otu00495	rf	102
0.75	0	Otu00382	rf	102
0.75	0	Otu00189	rf	102
0.75	0	Otu00206	rf	102
0.75	0	Otu00293	rf	102
0.75	0	Otu00305	rf	102
0.75	0	Otu01243_1	rf	102
0.75	0	Otu00033	rf	102
0.75	0	Otu00991	rf	102
0.75	0	Otu00751_1	rf	102
0.75	0	Otu00272	rf	102
0.75	0	Otu00781	rf	102
0.75	0	Otu00657	rf	102
0.75	0	Otu00367_1	rf	102
0.75	0	Otu00258	rf	102
0.75	0	Otu00750	rf	102
0.75	0	Otu00230	rf	102
0.75	0	Otu01339_1	rf	102
0.75	0	Otu01020	rf	102
0.75	0	Otu00007	rf	102
0.75	0	Otu00036	rf	102
0.75	0	Otu00710	rf	102
0.75	0	Otu00082	rf	102
0.75	0	Otu00383	rf	102
0.75	0	Otu00105	rf	102
0.75	0	Otu00312	rf	102
0.75	0	Otu00618	rf	102
0.75	0	Otu00320	rf	102
0.75	0	Otu01476_1	rf	102
0.75	0	Otu01514	rf	102
0.75	0	Otu01209	rf	102
0.75	0	Otu00808	rf	102
0.75	0	Otu00519	rf	102
0.75	0	Otu00623	rf	102
0.75	0	Otu01494_1	rf	102
0.75	0	Otu00053	rf	102
0.75	0	Otu02207	rf	102
0.75	0	Otu00417	rf	102
0.75	0	Otu00303	rf	102
0.75	0	Otu01146_1	rf	102
0.75	0	Otu01253	rf	102
0.75	0	Otu00127	rf	102
0.75	0	Otu00797	rf	102
0.75	0	Otu01542_1	rf	102
0.75	0	Otu00068	rf	102
0.75	0	Otu01579	rf	102
0.75	0	Otu00143	rf	102
0.75	0	Otu00915_1	rf	102
0.75	0	Otu00059	rf	102
0.75	0	Otu00140	rf	102
0.75	0	Otu00201	rf	102
0.75	0	Otu00470	rf	102
0.75	0	Otu00630	rf	102
0.75	0	Otu00594	rf	102
0.75	0	Otu00364	rf	102
0.75	0	Otu00356	rf	102
0.75	0	Otu00087	rf	102
0.75	0	Otu00998	rf	102
0.75	0	Otu02369	rf	102
0.75	0	Otu00836	rf	102
0.75	0	Otu01456	rf	102
0.75	0	Otu00228	rf	102
0.75	0	Otu00595	rf	102
0.75	0	Otu00458	rf	102
0.75	0	Otu01637	rf	102
0.75	0	Otu00240	rf	102
0.75	0	Otu00130	rf	102
0.75	0	Otu00448	rf	102
0.75	0	Otu00120	rf	102
0.75	0	Otu00279	rf	102
0.75	0	Otu00026	rf	102
0.75	0	Otu00529	rf	102
0.75	0	Otu00481	rf	102
0.75	0	Otu01231	rf	102
0.75	0	Otu00624	rf	102
0.75	0	Otu00708	rf	102
0.75	0	Otu01506_1	rf	102
0.75	0	Otu01615	rf	102
0.75	0	Otu00766	rf	102
0.75	0	Otu00461	rf	102
0.75	0	Otu01736	rf	102
0.75	0	Otu01113	rf	102
0.75	0	Otu01172	rf	102
0.75	0	Otu01163	rf	102
0.75	0	Otu00148	rf	102
0.75	0	Otu00337	rf	102
0.75	0	Otu01526_1	rf	102
0.75	0	Otu00765	rf	102
0.75	0	Otu01372	rf	102
0.75	0	Otu00832	rf	102
0.75	0	Otu00215	rf	102
0.75	0	Otu00929	rf	102
0.75	0	Otu00849	rf	102
0.75	0	Otu00995	rf	102
0.75	0	Otu00306	rf	102
0.75	0	Otu00541	rf	102
0.75	0	Otu02277	rf	102
0.75	0	Otu00077	rf	102
0.75	0	Otu00231	rf	102
0.75	0	Otu01360	rf	102
0.75	0	Otu00237	rf	102
0.75	0	Otu00074	rf	102
0.75	0	Otu02707_1	rf	102
0.75	0	Otu01230_1	rf	102
0.75	0	Otu01083_1	rf	102
0.75	0	Otu00167	rf	102
0.75	0	Otu00402	rf	102
0.75	0	Otu00186	rf	102
0.75	0	Otu01583	rf	102
0.75	0	Otu00178	rf	102
0.75	0	Otu00387	rf	102
0.75	0	Otu00612	rf	102
0.75	0	Otu00622_1	rf	102
0.75	0	Otu00171	rf	102
0.75	0	Otu00925	rf	102
0.75	0	Otu00484	rf	102
0.75	0	Otu00134	rf	102
0.75	0	Otu01029	rf	102
0.75	0	Otu01374_1	rf	102
0.75	0	Otu01025	rf	102
0.75	0	Otu01690	rf	102
0.75	0	Otu00504	rf	102
0.75	0	Otu01125	rf	102
0.75	0	Otu01197	rf	102
0.75	0	Otu01021	rf	102
0.75	0	Otu00440	rf	102
0.75	0	Otu00316	rf	102
0.75	0	Otu00959	rf	102
0.75	0	Otu00125	rf	102
0.75	0	Otu00046	rf	102
0.75	0	Otu00721	rf	102
0.75	0	Otu01423_1	rf	102
0.75	0	Otu00956	rf	102
0.75	0	Otu00673	rf	102
0.75	0	Otu00300	rf	102
0.75	0	Otu01547	rf	102
0.75	0	Otu00684	rf	102
0.75	0	Otu01392_1	rf	102
0.75	0	Otu00942	rf	102
0.75	0	Otu00837	rf	102
0.75	0	Otu00566	rf	102
0.75	0	Otu00034	rf	102
0.75	0	Otu00023	rf	102
0.75	0	Otu00137	rf	102
0.75	0	Otu01941_1	rf	102
0.75	0	Otu00301	rf	102
0.75	0	Otu00355	rf	102
0.75	0	Otu00759	rf	102
0.75	0	Otu00041	rf	102
0.75	0	Otu00848	rf	102
0.75	0	Otu00080	rf	102
0.75	0	Otu00246	rf	102
0.75	0	Otu00609	rf	102
0.75	0	Otu00516	rf	102
0.75	0	Otu00212	rf	102
0.75	0	Otu00498	rf	102
0.75	0	Otu00310	rf	102
0.75	0	Otu01037	rf	102
0.75	0	Otu01009	rf	102
0.75	0	Otu00786	rf	102
0.75	0	Otu01076_1	rf	102
0.75	0	Otu00185	rf	102
0.75	0	Otu00888	rf	102
0.75	0	Otu00575	rf	102
0.75	0	Otu00224	rf	102
0.75	0	Otu00514	rf	102
0.75	0	Otu00758	rf	102
0.75	0	Otu00390	rf	102
0.75	0	Otu01953_1	rf	102
0.75	0	Otu00019	rf	102
0.75	0	Otu00936	rf	102
0.75	0	Otu00865	rf	102
0.75	0	Otu01691	rf	102
0.75	0	Otu00742	rf	102
0.75	0	Otu00280	rf	102
0.75	0	Otu00863	rf	102
0.75	0	Otu00636	rf	102
0.75	0	Otu00182	rf	102
0.75	0	Otu00429	rf	102
0.75	0	Otu00407	rf	102
0.75	0	Otu00668	rf	102
0.75	0	Otu01663_1	rf	102
0.75	0	Otu01165	rf	102
0.75	0	Otu00227	rf	102
0.75	0	Otu00039	rf	102
0.75	0	Otu00051	rf	102
0.75	0	Otu00639	rf	102
0.75	0	Otu00145	rf	102
0.75	0	Otu00117	rf	102
0.75	0	Otu00317	rf	102
0.75	0	Otu01500_1	rf	102
0.75	0	Otu00123	rf	102
0.75	0	Otu01446_1	rf	102
0.75	0	Otu00537	rf	102
0.75	0	Otu00142	rf	102
0.75	0	Otu00099	rf	102
0.75	0	Otu00554	rf	102
0.75	0	Otu00094	rf	102
0.75	0	Otu01958	rf	102
0.75	0	Otu00021	rf	102
0.75	0	Otu00561	rf	102
0.75	0	Otu01203	rf	102
