auc	auc_diff	names	method	seed
0.7	0	Otu00994	rf	100
0.7	0	Otu00321	rf	100
0.7	0	Otu00083	rf	100
0.7	0	Otu00554	rf	100
0.7	0	Otu00748	rf	100
0.7	0	Otu00228	rf	100
0.7	0	Otu00776	rf	100
0.7	0	Otu00714	rf	100
0.7	0	Otu00185	rf	100
0.7	0	Otu00258	rf	100
0.7	0	Otu00132	rf	100
0.7	0	Otu00915_1	rf	100
0.7	0	Otu00116	rf	100
0.7	0	Otu00001	rf	100
0.7	0	Otu00712	rf	100
0.7	0	Otu00127	rf	100
0.7	0	Otu00316	rf	100
0.7	0	Otu00406	rf	100
0.7	0	Otu00558	rf	100
0.7	0	Otu01253	rf	100
0.7	0	Otu00673	rf	100
0.7	0	Otu01736	rf	100
0.7	0	Otu01351	rf	100
0.7	0	Otu01105	rf	100
0.7	0	Otu00015	rf	100
0.7	0	Otu00327	rf	100
0.7	0	Otu00130	rf	100
0.7	0	Otu01020	rf	100
0.7	0	Otu02280_1	rf	100
0.7	0	Otu00570	rf	100
0.7	0	Otu00754	rf	100
0.7	0	Otu00053	rf	100
0.7	0	Otu00898	rf	100
0.7	0	Otu00220	rf	100
0.7	0	Otu00388	rf	100
0.7	0	Otu01480	rf	100
0.7	0	Otu00259	rf	100
0.7	0	Otu01029	rf	100
0.7	0	Otu01372	rf	100
0.7	0	Otu00810	rf	100
0.7	0	Otu00859	rf	100
0.7	0	Otu00379	rf	100
0.7	0	Otu00444	rf	100
0.7	0	Otu00920	rf	100
0.7	0	Otu00417	rf	100
0.7	0	Otu00137	rf	100
0.7	0	Otu00172	rf	100
0.7	0	Otu00511	rf	100
0.7	0	Otu00284	rf	100
0.7	0	Otu01514	rf	100
0.7	0	Otu00736	rf	100
0.7	0	Otu00046	rf	100
0.7	0	Otu00118	rf	100
0.7	0	Otu00931	rf	100
0.7	0	Otu01230_1	rf	100
0.7	0	Otu00849	rf	100
0.7	0	Otu00192	rf	100
0.7	0	Otu01125	rf	100
0.7	0	Otu00572	rf	100
0.7	0	Otu00630	rf	100
0.7	0	Otu00912	rf	100
0.7	0	Otu00530	rf	100
0.7	0	Otu00882	rf	100
0.7	0	Otu00759	rf	100
0.7	0	Otu00549	rf	100
0.7	0	Otu00434	rf	100
0.7	0	Otu00227	rf	100
0.7	0	Otu00117	rf	100
0.7	0	Otu00809	rf	100
0.7	0	Otu00383	rf	100
0.7	0	Otu00242	rf	100
0.7	0	Otu01241_1	rf	100
0.7	0	Otu01820_1	rf	100
0.7	0	Otu00465	rf	100
0.7	0	Otu00019	rf	100
0.7	0	Otu01176	rf	100
0.7	0	Otu00472	rf	100
0.7	0	Otu01172	rf	100
0.7	0	Otu02087_1	rf	100
0.7	0	Otu00056	rf	100
0.7	0	Otu00143	rf	100
0.7	0	Otu01670	rf	100
0.7	0	Otu00353	rf	100
0.7	0	Otu00131	rf	100
0.7	0	Otu01442_1	rf	100
0.7	0	Otu00113	rf	100
0.7	0	Otu00565	rf	100
0.7	0	Otu01061	rf	100
0.7	0	Otu02208_1	rf	100
0.7	0	Otu01283_1	rf	100
0.7	0	Otu00420	rf	100
0.7	0	Otu00109	rf	100
0.7	0	Otu00077	rf	100
0.7	0	Otu01003	rf	100
0.7	0	Otu00702	rf	100
0.7	0	Otu00742	rf	100
0.7	0	Otu00061	rf	100
0.7	0	Otu00226	rf	100
0.7	0	Otu01122	rf	100
0.7	0	Otu00723	rf	100
0.7	0	Otu00250	rf	100
0.7	0	Otu00038	rf	100
0.7	0	Otu00514	rf	100
0.7	0	Otu00938	rf	100
0.7	0	Otu00181	rf	100
0.7	0	Otu00270	rf	100
0.7	0	Otu02443_1	rf	100
0.7	0	Otu00170	rf	100
0.7	0	Otu01037	rf	100
0.7	0	Otu00245	rf	100
0.7	0	Otu00543	rf	100
0.7	0	Otu00536	rf	100
0.7	0	Otu00105	rf	100
0.7	0	Otu00867	rf	100
0.7	0	Otu01642	rf	100
0.7	0	Otu00129	rf	100
0.7	0	Otu00394	rf	100
0.7	0	Otu00074	rf	100
0.7	0	Otu00183	rf	100
0.7	0	Otu00824	rf	100
0.7	0	Otu00597	rf	100
0.7	0	Otu00028	rf	100
0.7	0	Otu00856_1	rf	100
0.7	0	Otu00860	rf	100
0.7	0	Otu01542_1	rf	100
0.7	0	Otu00134	rf	100
0.7	0	Otu00121	rf	100
0.7	0	Otu00865	rf	100
0.7	0	Otu01456	rf	100
0.7	0	Otu00276	rf	100
0.7	0	Otu01953_1	rf	100
0.7	0	Otu00115	rf	100
0.7	0	Otu00481	rf	100
0.7	0	Otu00240	rf	100
0.7	0	Otu01925_1	rf	100
0.7	0	Otu00569	rf	100
0.7	0	Otu00122	rf	100
0.7	0	Otu00280	rf	100
0.7	0	Otu00871	rf	100
0.7	0	Otu00475	rf	100
0.7	0	Otu00023	rf	100
0.7	0	Otu00251	rf	100
0.7	0	Otu00751_1	rf	100
0.7	0	Otu00086	rf	100
0.7	0	Otu00002	rf	100
0.7	0	Otu00761_1	rf	100
0.7	0	Otu00863	rf	100
0.7	0	Otu00893	rf	100
0.7	0	Otu00315	rf	100
0.7	0	Otu02444_1	rf	100
0.7	0	Otu01197	rf	100
0.7	0	Otu00437	rf	100
0.7	0	Otu00657	rf	100
0.7	0	Otu00541	rf	100
0.7	0	Otu00627	rf	100
0.7	0	Otu00199	rf	100
0.7	0	Otu00084	rf	100
0.7	0	Otu00349	rf	100
0.7	0	Otu00446	rf	100
0.7	0	Otu00897	rf	100
0.7	0	Otu01360	rf	100
0.7	0	Otu01187	rf	100
0.7	0	Otu00529	rf	100
0.7	0	Otu00355	rf	100
0.7	0	Otu00147	rf	100
0.7	0	Otu01071	rf	100
0.7	0	Otu00495	rf	100
0.7	0	Otu00021	rf	100
0.7	0	Otu00970	rf	100
0.7	0	Otu00124	rf	100
0.7	0	Otu01057	rf	100
0.7	0	Otu00822	rf	100
0.7	0	Otu01208	rf	100
0.7	0	Otu00516	rf	100
0.7	0	Otu00014	rf	100
0.7	0	Otu00098	rf	100
0.7	0	Otu00045	rf	100
0.7	0	Otu00628_1	rf	100
0.7	0	Otu01053_1	rf	100
0.7	0	Otu00568	rf	100
0.7	0	Otu00508	rf	100
0.7	0	Otu02369	rf	100
0.7	0	Otu00026	rf	100
0.7	0	Otu00998	rf	100
0.7	0	Otu01506_1	rf	100
0.7	0	Otu00195	rf	100
0.7	0	Otu00412	rf	100
0.7	0	Otu00182	rf	100
0.7	0	Otu00263	rf	100
0.7	0	Otu00577	rf	100
0.7	0	Otu00463	rf	100
0.7	0	Otu00209	rf	100
0.7	0	Otu01036	rf	100
0.7	0	Otu00081	rf	100
0.7	0	Otu00082	rf	100
0.7	0	Otu00085	rf	100
0.7	0	Otu00031	rf	100
0.7	0	Otu00278	rf	100
0.7	0	Otu00829	rf	100
0.7	0	Otu00177	rf	100
0.7	0	Otu00004	rf	100
0.7	0	Otu00307	rf	100
0.7	0	Otu00080	rf	100
0.7	0	Otu00800	rf	100
0.7	0	Otu01759_1	rf	100
0.7	0	Otu00483	rf	100
0.7	0	Otu00329	rf	100
0.7	0	Otu00194	rf	100
0.7	0	Otu00233	rf	100
0.7	0	Otu00119	rf	100
0.7	0	Otu00013	rf	100
0.7	0	Otu00322	rf	100
0.7	0	Otu01157	rf	100
0.7	0	Otu01069	rf	100
0.7	0	Otu00241	rf	100
0.7	0	Otu00382	rf	100
0.7	0	Otu00429	rf	100
0.7	0	Otu00108	rf	100
0.7	0	Otu00442	rf	100
0.7	0	Otu00025	rf	100
0.7	0	Otu01222	rf	100
0.7	0	Otu00925	rf	100
0.7	0	Otu00369	rf	100
0.7	0	Otu00140	rf	100
0.7	0	Otu00768	rf	100
0.7	0	Otu00542	rf	100
0.7	0	Otu00418	rf	100
0.7	0	Otu00287	rf	100
0.7	0	Otu01446_1	rf	100
0.7	0	Otu00141_1	rf	100
0.7	0	Otu00811	rf	100
0.7	0	Otu00065	rf	100
0.7	0	Otu00575	rf	100
0.7	0	Otu00995	rf	100
0.7	0	Otu01547	rf	100
0.7	0	Otu00234	rf	100
0.7	0	Otu00320	rf	100
0.7	0	Otu00567	rf	100
0.7	0	Otu00260	rf	100
0.7	0	Otu00089	rf	100
0.7	0	Otu00614	rf	100
0.7	0	Otu01203	rf	100
0.7	0	Otu00168	rf	100
0.7	0	Otu01113	rf	100
0.7	0	Otu00331	rf	100
0.7	0	Otu00110	rf	100
0.7	0	Otu00470	rf	100
0.7	0	Otu00607	rf	100
0.7	0	Otu01181	rf	100
0.7	0	Otu00929	rf	100
0.7	0	Otu00011	rf	100
0.7	0	Otu00836	rf	100
0.7	0	Otu00484	rf	100
0.7	0	Otu01074	rf	100
0.7	0	Otu00169	rf	100
0.7	0	Otu00924	rf	100
0.7	0	Otu00215	rf	100
0.7	0	Otu00009	rf	100
0.7	0	Otu01163	rf	100
0.7	0	Otu00040	rf	100
0.7	0	Otu00896	rf	100
0.7	0	Otu00162	rf	100
0.7	0	Otu00457	rf	100
0.7	0	Otu00681	rf	100
0.7	0	Otu00300	rf	100
0.7	0	Otu00618	rf	100
0.7	0	Otu00965	rf	100
0.7	0	Otu00664	rf	100
0.7	0	Otu00384	rf	100
0.7	0	Otu00075	rf	100
0.7	0	Otu00104	rf	100
0.7	0	Otu00645	rf	100
0.7	0	Otu00272	rf	100
0.7	0	Otu00102	rf	100
0.7	0	Otu00566	rf	100
0.7	0	Otu00055	rf	100
0.7	0	Otu00066	rf	100
0.7	0	Otu00078	rf	100
0.7	0	Otu00091	rf	100
0.7	0	Otu00281	rf	100
0.7	0	Otu00636	rf	100
0.7	0	Otu00477	rf	100
0.7	0	Otu00590	rf	100
0.7	0	Otu00464	rf	100
0.7	0	Otu00323	rf	100
0.7	0	Otu00034	rf	100
0.7	0	Otu00106	rf	100
0.7	0	Otu00018	rf	100
0.7	0	Otu00833	rf	100
0.7	0	Otu00039	rf	100
0.7	0	Otu00050	rf	100
0.7	0	Otu00885	rf	100
0.7	0	Otu00231	rf	100
0.7	0	Otu01076_1	rf	100
0.7	0	Otu00685	rf	100
0.7	0	Otu00700	rf	100
0.7	0	Otu00430	rf	100
0.7	0	Otu00145	rf	100
0.7	0	Otu02207	rf	100
0.7	0	Otu00888	rf	100
0.7	0	Otu00035	rf	100
0.7	0	Otu00792	rf	100
0.7	0	Otu00148	rf	100
0.7	0	Otu01855	rf	100
0.7	0	Otu01248_1	rf	100
0.7	0	Otu01971_1	rf	100
0.7	0	Otu00095	rf	100
0.7	0	Otu00073	rf	100
0.7	0	Otu00684	rf	100
0.7	0	Otu00059	rf	100
0.7	0	Otu00766	rf	100
0.7	0	Otu00114	rf	100
0.7	0	Otu00879	rf	100
0.7	0	Otu00461	rf	100
0.7	0	Otu00697	rf	100
0.7	0	Otu00975	rf	100
0.7	0	Otu02277	rf	100
0.7	0	Otu00411	rf	100
0.7	0	Otu00991	rf	100
0.7	0	Otu00486	rf	100
0.7	0	Otu00498	rf	100
0.7	0	Otu00138	rf	100
0.7	0	Otu01927_1	rf	100
0.7	0	Otu00196	rf	100
0.7	0	Otu00526	rf	100
0.7	0	Otu00310	rf	100
0.7	0	Otu00439	rf	100
0.7	0	Otu00054	rf	100
0.7	0	Otu01782_1	rf	100
0.7	0	Otu01741	rf	100
0.7	0	Otu01853_1	rf	100
0.7	0	Otu00959	rf	100
0.7	0	Otu00167	rf	100
0.7	0	Otu00126	rf	100
0.7	0	Otu00340	rf	100
0.7	0	Otu01322	rf	100
0.7	0	Otu00626	rf	100
0.7	0	Otu00452	rf	100
0.7	0	Otu00221	rf	100
0.7	0	Otu01285	rf	100
0.7	0	Otu00027	rf	100
0.7	0	Otu00391	rf	100
0.7	0	Otu00201	rf	100
0.7	0	Otu02806_1	rf	100
0.7	0	Otu00934	rf	100
0.7	0	Otu00343	rf	100
0.7	0	Otu00622_1	rf	100
0.7	0	Otu01231	rf	100
0.7	0	Otu00604	rf	100
0.7	0	Otu00067	rf	100
0.7	0	Otu00305	rf	100
0.7	0	Otu00136	rf	100
0.7	0	Otu02707_1	rf	100
0.7	0	Otu00180	rf	100
0.7	0	Otu00594	rf	100
0.7	0	Otu00041	rf	100
0.7	0	Otu00357	rf	100
0.7	0	Otu01526_1	rf	100
0.7	0	Otu00606	rf	100
0.7	0	Otu00079	rf	100
0.7	0	Otu01019_1	rf	100
0.7	0	Otu01615	rf	100
0.7	0	Otu00173	rf	100
0.7	0	Otu00414	rf	100
0.7	0	Otu01179	rf	100
0.7	0	Otu00252	rf	100
0.7	0	Otu00914	rf	100
0.7	0	Otu01196_1	rf	100
0.7	0	Otu00721	rf	100
0.7	0	Otu00032	rf	100
0.7	0	Otu00969	rf	100
0.7	0	Otu01494_1	rf	100
0.7	0	Otu00176	rf	100
0.7	0	Otu00024	rf	100
0.7	0	Otu00094	rf	100
0.7	0	Otu00156	rf	100
0.7	0	Otu00189	rf	100
0.7	0	Otu00517	rf	100
0.7	0	Otu00202	rf	100
0.7	0	Otu01423_1	rf	100
0.7	0	Otu01382_1	rf	100
0.7	0	Otu00044	rf	100
0.7	0	Otu00003	rf	100
0.7	0	Otu00980	rf	100
0.7	0	Otu00042	rf	100
0.7	0	Otu00022	rf	100
0.7	0	Otu00356	rf	100
0.7	0	Otu01691	rf	100
0.7	0	Otu01527	rf	100
0.7	0	Otu00907	rf	100
0.7	0	Otu00008	rf	100
0.7	0	Otu00395	rf	100
0.7	0	Otu00268	rf	100
0.7	0	Otu00313	rf	100
0.7	0	Otu00213	rf	100
0.7	0	Otu00210	rf	100
0.7	0	Otu01941_1	rf	100
0.7	0	Otu00125	rf	100
0.7	0	Otu00036	rf	100
0.7	0	Otu01173	rf	100
0.7	0	Otu01035_1	rf	100
0.7	0	Otu00216	rf	100
0.7	0	Otu00873_1	rf	100
0.7	0	Otu01049	rf	100
0.7	0	Otu00159	rf	100
0.7	0	Otu00466	rf	100
0.7	0	Otu00058	rf	100
0.7	0	Otu00266	rf	100
0.7	0	Otu00093	rf	100
0.7	0	Otu00532	rf	100
0.7	0	Otu00068	rf	100
0.7	0	Otu00732	rf	100
0.7	0	Otu00206	rf	100
0.7	0	Otu01476_1	rf	100
0.7	0	Otu00687	rf	100
0.7	0	Otu00133	rf	100
0.7	0	Otu00087	rf	100
0.7	0	Otu00184	rf	100
0.7	0	Otu00311	rf	100
0.7	0	Otu00096	rf	100
0.7	0	Otu01010	rf	100
0.7	0	Otu00197	rf	100
0.7	0	Otu00821_1	rf	100
0.7	0	Otu00802_1	rf	100
0.7	0	Otu01023	rf	100
0.7	0	Otu00030	rf	100
0.7	0	Otu01974_1	rf	100
0.7	0	Otu00160	rf	100
0.7	0	Otu00190	rf	100
0.7	0	Otu00312	rf	100
0.7	0	Otu02139_1	rf	100
0.7	0	Otu00006	rf	100
0.7	0	Otu00504	rf	100
0.7	0	Otu00279	rf	100
0.7	0	Otu01690	rf	100
0.7	0	Otu00409	rf	100
0.7	0	Otu00389	rf	100
0.7	0	Otu01312	rf	100
0.7	0	Otu00212	rf	100
0.7	0	Otu00750	rf	100
0.7	0	Otu01309	rf	100
0.7	0	Otu01579	rf	100
0.7	0	Otu00654	rf	100
0.7	0	Otu00706	rf	100
0.7	0	Otu00097	rf	100
0.7	0	Otu00333	rf	100
0.7	0	Otu01015	rf	100
0.7	0	Otu00112	rf	100
0.7	0	Otu00662	rf	100
0.7	0	Otu00060	rf	100
0.7	0	Otu01142	rf	100
0.7	0	Otu00166	rf	100
0.7	0	Otu00584	rf	100
0.7	0	Otu01184	rf	100
0.7	0	Otu00708	rf	100
0.7	0	Otu00407	rf	100
0.7	0	Otu00663	rf	100
0.7	0	Otu01254	rf	100
0.7	0	Otu00254	rf	100
0.7	0	Otu00942	rf	100
0.7	0	Otu00595	rf	100
0.7	0	Otu00317	rf	100
0.7	0	Otu00455	rf	100
0.7	0	Otu00936	rf	100
0.7	0	Otu00198	rf	100
0.7	0	Otu00010	rf	100
0.7	0	Otu00765	rf	100
0.7	0	Otu00187	rf	100
0.7	0	Otu00756	rf	100
0.7	0	Otu00638	rf	100
0.7	0	Otu00224	rf	100
0.7	0	Otu00946	rf	100
0.7	0	Otu00940	rf	100
0.7	0	Otu00403	rf	100
0.7	0	Otu00282	rf	100
0.7	0	Otu00837	rf	100
0.7	0	Otu00786	rf	100
0.7	0	Otu00157	rf	100
0.7	0	Otu00496	rf	100
0.7	0	Otu00726	rf	100
0.7	0	Otu00791	rf	100
0.7	0	Otu00522	rf	100
0.7	0	Otu00478	rf	100
0.7	0	Otu00976	rf	100
0.7	0	Otu00235	rf	100
0.7	0	Otu00795	rf	100
0.7	0	Otu00902	rf	100
0.7	0	Otu00090	rf	100
0.7	0	Otu00271	rf	100
0.7	0	Otu00071	rf	100
0.7	0	Otu00164	rf	100
0.7	0	Otu00076	rf	100
0.7	0	Otu00146	rf	100
0.7	0	Otu00528	rf	100
0.7	0	Otu00535	rf	100
0.7	0	Otu00062	rf	100
0.7	0	Otu01708	rf	100
0.7	0	Otu01114	rf	100
0.7	0	Otu00261	rf	100
0.7	0	Otu00848	rf	100
0.7	0	Otu00100	rf	100
0.7	0	Otu00519	rf	100
0.7	0	Otu00737	rf	100
0.7	0	Otu00051	rf	100
0.7	0	Otu00717	rf	100
0.7	0	Otu00609	rf	100
0.7	0	Otu01339_1	rf	100
0.7	0	Otu01138	rf	100
0.7	0	Otu02365_1	rf	100
0.7	0	Otu00188	rf	100
0.7	0	Otu00956	rf	100
0.7	0	Otu01551	rf	100
0.7	0	Otu01374_1	rf	100
0.7	0	Otu00230	rf	100
0.7	0	Otu00142	rf	100
0.7	0	Otu00758	rf	100
0.7	0	Otu00219	rf	100
0.7	0	Otu02469_1	rf	100
0.7	0	Otu00304	rf	100
0.7	0	Otu01123	rf	100
0.7	0	Otu00781	rf	100
0.7	0	Otu00797	rf	100
0.7	0	Otu00399	rf	100
0.7	0	Otu00107	rf	100
0.7	0	Otu00171	rf	100
0.7	0	Otu00070	rf	100
0.7	0	Otu00064	rf	100
0.7	0	Otu00052	rf	100
0.7	0	Otu00301	rf	100
0.7	0	Otu01663_1	rf	100
0.7	0	Otu01629	rf	100
0.7	0	Otu00334	rf	100
0.7	0	Otu00267	rf	100
0.7	0	Otu00961	rf	100
0.7	0	Otu00538	rf	100
0.7	0	Otu00017	rf	100
0.7	0	Otu00512	rf	100
0.7	0	Otu01165	rf	100
0.7	0	Otu01025	rf	100
0.7	0	Otu01031	rf	100
0.7	0	Otu01164	rf	100
0.7	0	Otu01193	rf	100
0.7	0	Otu01705	rf	100
0.7	0	Otu00049	rf	100
0.7	0	Otu00005	rf	100
0.7	0	Otu00449	rf	100
0.7	0	Otu00288	rf	100
0.7	0	Otu00295	rf	100
0.7	0	Otu00314	rf	100
0.7	0	Otu00345	rf	100
0.7	0	Otu00283	rf	100
0.7	0	Otu00158	rf	100
0.7	0	Otu01112_1	rf	100
0.7	0	Otu00238	rf	100
0.7	0	Otu00612	rf	100
0.7	0	Otu01594	rf	100
0.7	0	Otu01553	rf	100
0.7	0	Otu00728	rf	100
0.7	0	Otu00619	rf	100
0.7	0	Otu01243_1	rf	100
0.7	0	Otu00668	rf	100
0.7	0	Otu00237	rf	100
0.7	0	Otu00020	rf	100
0.7	0	Otu00293	rf	100
0.7	0	Otu00057	rf	100
0.7	0	Otu00641	rf	100
0.7	0	Otu01092	rf	100
0.7	0	Otu00033	rf	100
0.7	0	Otu00144	rf	100
0.7	0	Otu01341	rf	100
0.7	0	Otu00494	rf	100
0.7	0	Otu00128	rf	100
0.7	0	Otu00386	rf	100
0.7	0	Otu00111	rf	100
0.7	0	Otu01539_1	rf	100
0.7	0	Otu00346	rf	100
0.7	0	Otu00683	rf	100
0.7	0	Otu00401_1	rf	100
0.7	0	Otu00445	rf	100
0.7	0	Otu00153	rf	100
0.7	0	Otu00029	rf	100
0.7	0	Otu00667	rf	100
0.7	0	Otu00155	rf	100
0.7	0	Otu00043	rf	100
0.7	0	Otu01391	rf	100
0.7	0	Otu01566_1	rf	100
0.7	0	Otu00832	rf	100
0.7	0	Otu00729	rf	100
0.7	0	Otu00336	rf	100
0.7	0	Otu00763	rf	100
0.7	0	Otu00448	rf	100
0.7	0	Otu00428	rf	100
0.7	0	Otu00205	rf	100
0.7	0	Otu00350	rf	100
0.7	0	Otu01500_1	rf	100
0.7	0	Otu00186	rf	100
0.7	0	Otu00325	rf	100
0.7	0	Otu00390	rf	100
0.7	0	Otu01052	rf	100
0.55	0	Otu00639	rf	101
0.55	0	Otu00096	rf	101
0.55	0	Otu00227	rf	101
0.55	0	Otu00673	rf	101
0.55	0	Otu00465	rf	101
0.55	0	Otu00399	rf	101
0.55	0	Otu00283	rf	101
0.55	0	Otu02277	rf	101
0.55	0	Otu00133	rf	101
0.55	0	Otu00896	rf	101
0.55	0	Otu00466	rf	101
0.55	0	Otu00475	rf	101
0.55	0	Otu00786	rf	101
0.55	0	Otu00281	rf	101
0.55	0	Otu01382_1	rf	101
0.55	0	Otu00402	rf	101
0.55	0	Otu02707_1	rf	101
0.55	0	Otu01061	rf	101
0.55	0	Otu00014	rf	101
0.55	0	Otu00219	rf	101
0.55	0	Otu00098	rf	101
0.55	0	Otu01010	rf	101
0.55	0	Otu01941_1	rf	101
0.55	0	Otu00706	rf	101
0.55	0	Otu00844	rf	101
0.55	0	Otu00756	rf	101
0.55	0	Otu00276	rf	101
0.55	0	Otu00119	rf	101
0.55	0	Otu00363	rf	101
0.55	0	Otu00201	rf	101
0.55	0	Otu00364	rf	101
0.55	0	Otu00403	rf	101
0.55	0	Otu00282	rf	101
0.55	0	Otu01197	rf	101
0.55	0	Otu00737	rf	101
0.55	0	Otu00566	rf	101
0.55	0	Otu00073	rf	101
0.55	0	Otu00888	rf	101
0.55	0	Otu00175	rf	101
0.55	0	Otu00897	rf	101
0.55	0	Otu00215	rf	101
0.55	0	Otu00238	rf	101
0.55	0	Otu00139	rf	101
0.55	0	Otu00037	rf	101
0.55	0	Otu01181	rf	101
0.55	0	Otu00254	rf	101
0.55	0	Otu00945	rf	101
0.55	0	Otu02139_1	rf	101
0.55	0	Otu00295	rf	101
0.55	0	Otu00003	rf	101
0.55	0	Otu00327	rf	101
0.55	0	Otu01113	rf	101
0.55	0	Otu00028	rf	101
0.55	0	Otu00578	rf	101
0.55	0	Otu00081	rf	101
0.55	0	Otu00528	rf	101
0.55	0	Otu00570	rf	101
0.55	0	Otu01579	rf	101
0.55	0	Otu00186	rf	101
0.55	0	Otu00017	rf	101
0.55	0	Otu01009	rf	101
0.55	0	Otu00514	rf	101
0.55	0	Otu00970	rf	101
0.55	0	Otu00624	rf	101
0.55	0	Otu00002	rf	101
0.55	0	Otu00848	rf	101
0.55	0	Otu00083	rf	101
0.55	0	Otu00015	rf	101
0.55	0	Otu00216	rf	101
0.55	0	Otu00550	rf	101
0.55	0	Otu00808	rf	101
0.55	0	Otu00543	rf	101
0.55	0	Otu01031	rf	101
0.55	0	Otu02475_1	rf	101
0.55	0	Otu00394	rf	101
0.55	0	Otu00595	rf	101
0.55	0	Otu00305	rf	101
0.55	0	Otu00700	rf	101
0.55	0	Otu00065	rf	101
0.55	0	Otu00242	rf	101
0.55	0	Otu00518	rf	101
0.55	0	Otu00803	rf	101
0.55	0	Otu01392_1	rf	101
0.55	0	Otu00116	rf	101
0.55	0	Otu00961	rf	101
0.55	0	Otu00095	rf	101
0.55	0	Otu00609	rf	101
0.55	0	Otu00980	rf	101
0.55	0	Otu00053	rf	101
0.55	0	Otu00038	rf	101
0.55	0	Otu00022	rf	101
0.55	0	Otu00230	rf	101
0.55	0	Otu01208	rf	101
0.55	0	Otu00522	rf	101
0.55	0	Otu00226	rf	101
0.55	0	Otu01637	rf	101
0.55	0	Otu01165	rf	101
0.55	0	Otu00936	rf	101
0.55	0	Otu01974_1	rf	101
0.55	0	Otu00561	rf	101
0.55	0	Otu00209	rf	101
0.55	0	Otu00809	rf	101
0.55	0	Otu00842	rf	101
0.55	0	Otu00395	rf	101
0.55	0	Otu00144	rf	101
0.55	0	Otu01003	rf	101
0.55	0	Otu00414	rf	101
0.55	0	Otu00310	rf	101
